difficulty target_name F1 lDDToligo Jaccard TMscore
easy H1171 13.6 0.584 0.34 0.763
easy H1171 8.7 0.638 0.23 0.624
easy H1171 9.1 0.637 0.23 0.625
easy H1171 5.6 0.132 0.06 0.153
easy H1171 5.6 0.132 0.06 0.153
easy H1171 5.6 0.132 0.06 0.153
easy H1171 5.7 0.132 0.06 0.153
easy H1171 5.7 0.132 0.06 0.153
easy H1171 5.6 0.132 0.06 0.153
easy H1171 5.7 0.132 0.06 0.153
easy H1171 5.7 0.132 0.06 0.153
easy H1171 5.8 0.132 0.06 0.153
easy H1171 5.5 0.132 0.06 0.153
easy H1171 5.5 0.131 0.06 0.153
easy H1171 5.5 0.131 0.06 0.153
easy H1171 5.5 0.132 0.06 0.153
easy H1171 5.5 0.132 0.06 0.153
easy H1171 5.8 0.132 0.06 0.153
easy H1171 5.5 0.131 0.06 0.153
easy H1171 5.5 0.132 0.06 0.153
easy H1171 5.8 0.132 0.06 0.153
easy H1171 5.5 0.131 0.06 0.153
easy H1171 5.8 0.132 0.06 0.153
easy H1171 5.7 0.132 0.06 0.152
easy H1171 6.0 0.131 0.07 0.153
easy H1171 6.0 0.132 0.07 0.153
easy H1171 5.7 0.132 0.07 0.154
easy H1171 5.9 0.132 0.07 0.153
easy H1171 6.5 0.695 0.31 0.372
easy H1171 6.5 0.695 0.31 0.372
easy H1171 0.0 0.683 0.05 0.313
easy H1171 0.0 0.685 0.04 0.260
easy H1171 0.0 0.684 0.05 0.313
easy H1171 0.0 0.698 0.01 0.197
easy H1171 0.0 0.698 0.01 0.197
easy H1172 53.8 0.791 0.60 0.937
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 54.8 0.790 0.54 0.892
easy H1172 52.9 0.767 0.58 0.920
easy H1172 52.9 0.767 0.58 0.920
easy H1172 60.2 0.780 0.64 0.914
easy H1172 54.0 0.766 0.56 0.918
easy H1172 54.0 0.766 0.56 0.918
easy H1172 53.3 0.785 0.54 0.890
easy H1172 53.3 0.785 0.54 0.890
easy H1172 52.6 0.788 0.54 0.907
easy H1172 51.8 0.786 0.55 0.894
easy H1172 50.7 0.772 0.52 0.893
easy H1172 53.9 0.788 0.55 0.895
easy H1172 50.7 0.772 0.52 0.893
easy H1172 51.8 0.791 0.55 0.914
easy H1172 52.3 0.765 0.58 0.918
easy H1172 52.3 0.765 0.58 0.918
easy H1172 50.7 0.775 0.54 0.892
easy H1172 58.4 0.804 0.61 0.920
easy H1172 58.0 0.804 0.61 0.920
easy H1172 61.0 0.799 0.63 0.920
easy H1172 61.5 0.799 0.63 0.920
easy H1172 50.9 0.787 0.56 0.913
easy H1172 50.9 0.787 0.56 0.913
easy H1172 50.9 0.787 0.56 0.913
easy H1172 51.7 0.789 0.57 0.914
easy H1172 52.5 0.788 0.52 0.891
easy H1172 52.5 0.788 0.52 0.891
easy H1172 59.6 0.792 0.63 0.915
easy H1172 53.2 0.790 0.56 0.914
easy H1172 60.6 0.801 0.66 0.919
easy H1172 53.2 0.790 0.56 0.914
easy H1172 53.2 0.790 0.56 0.914
easy H1172 60.6 0.801 0.66 0.919
easy H1172 60.6 0.801 0.66 0.919
easy H1172 60.6 0.801 0.66 0.919
easy H1172 57.0 0.793 0.61 0.915
easy H1172 57.0 0.793 0.61 0.915
easy H1172 57.0 0.793 0.61 0.915
easy H1172 51.4 0.789 0.57 0.917
easy H1172 51.4 0.789 0.57 0.917
easy H1172 47.8 0.760 0.51 0.916
easy H1172 47.8 0.760 0.51 0.916
easy H1172 62.6 0.797 0.67 0.914
easy H1172 51.4 0.789 0.57 0.917
easy H1172 62.6 0.797 0.67 0.914
easy H1172 62.6 0.797 0.67 0.914
easy H1172 62.6 0.797 0.67 0.914
easy H1172 50.9 0.790 0.55 0.895
easy H1172 51.8 0.788 0.58 0.918
easy H1172 50.1 0.788 0.55 0.917
easy H1172 49.0 0.788 0.55 0.913
easy H1172 49.0 0.788 0.54 0.913
easy H1172 61.5 0.720 0.64 0.934
easy H1172 58.2 0.793 0.64 0.921
easy H1172 51.5 0.790 0.58 0.918
easy H1172 49.4 0.789 0.55 0.913
easy H1172 49.4 0.789 0.55 0.913
easy H1172 56.0 0.792 0.61 0.921
easy H1172 51.5 0.790 0.58 0.918
easy H1172 51.5 0.790 0.58 0.918
easy H1172 51.5 0.790 0.58 0.918
easy H1172 56.0 0.792 0.61 0.921
easy H1172 56.0 0.792 0.61 0.921
easy H1172 56.0 0.792 0.61 0.921
easy H1172 46.7 0.760 0.49 0.920
easy H1172 46.7 0.760 0.49 0.920
easy H1172 54.7 0.791 0.61 0.916
easy H1172 55.6 0.791 0.61 0.916
easy H1172 52.0 0.788 0.57 0.914
easy H1172 55.1 0.791 0.61 0.921
easy H1172 52.9 0.791 0.54 0.888
easy H1172 57.6 0.794 0.61 0.916
easy H1172 54.1 0.788 0.61 0.920
easy H1172 55.6 0.790 0.59 0.915
easy H1172 55.2 0.790 0.59 0.915
easy H1172 56.1 0.789 0.61 0.915
easy H1172 57.3 0.789 0.62 0.915
easy H1172 60.9 0.801 0.66 0.914
easy H1172 60.9 0.801 0.66 0.914
easy H1172 57.9 0.787 0.63 0.914
easy H1172 60.9 0.801 0.66 0.914
easy H1172 51.1 0.790 0.57 0.913
easy H1172 51.1 0.790 0.57 0.913
easy H1172 51.1 0.790 0.57 0.913
easy H1172 60.9 0.801 0.66 0.914
easy H1172 51.1 0.790 0.57 0.913
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.7 0.788 0.61 0.913
easy H1172 49.5 0.787 0.54 0.907
easy H1172 55.4 0.789 0.61 0.915
easy H1172 49.5 0.787 0.54 0.907
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.7 0.788 0.61 0.913
easy H1172 55.7 0.788 0.61 0.913
easy H1172 55.7 0.788 0.60 0.913
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.7 0.788 0.61 0.913
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 55.4 0.789 0.61 0.915
easy H1172 60.1 0.799 0.65 0.917
easy H1172 60.1 0.799 0.65 0.917
easy H1172 60.1 0.799 0.65 0.917
easy H1172 60.1 0.799 0.65 0.917
easy H1172 48.3 0.787 0.55 0.915
easy H1172 52.2 0.790 0.57 0.918
easy H1172 52.2 0.790 0.57 0.918
easy H1172 49.5 0.789 0.55 0.918
easy H1172 52.2 0.790 0.57 0.918
easy H1172 52.2 0.790 0.57 0.918
easy H1172 56.0 0.714 0.62 0.925
easy H1172 46.8 0.776 0.49 0.892
easy H1172 55.3 0.790 0.62 0.919
easy H1172 56.0 0.770 0.63 0.917
easy H1172 58.0 0.712 0.62 0.930
easy H1172 50.1 0.788 0.56 0.916
easy H1172 51.3 0.787 0.57 0.916
easy H1172 49.4 0.787 0.56 0.918
easy H1172 50.1 0.788 0.56 0.916
easy H1172 50.1 0.788 0.56 0.916
easy H1172 50.1 0.788 0.56 0.916
easy H1172 57.9 0.790 0.62 0.912
easy H1172 52.3 0.783 0.57 0.911
easy H1172 52.3 0.783 0.57 0.911
easy H1172 43.3 0.781 0.49 0.890
easy H1172 48.5 0.777 0.53 0.888
easy H1172 56.9 0.712 0.63 0.920
easy H1172 58.1 0.726 0.63 0.911
easy H1172 49.2 0.786 0.55 0.914
easy H1172 44.7 0.788 0.46 0.891
easy H1172 44.7 0.788 0.46 0.891
easy H1172 47.9 0.786 0.54 0.906
easy H1172 55.6 0.796 0.60 0.909
easy H1172 46.4 0.788 0.48 0.905
easy H1172 46.4 0.788 0.48 0.905
easy H1172 58.2 0.780 0.60 0.917
easy H1172 46.4 0.788 0.48 0.905
easy H1172 61.5 0.800 0.66 0.905
easy H1172 50.3 0.784 0.52 0.907
easy H1172 50.3 0.784 0.52 0.907
easy H1172 58.2 0.800 0.61 0.908
easy H1172 58.3 0.800 0.61 0.908
easy H1172 60.1 0.800 0.65 0.907
easy H1172 61.5 0.795 0.63 0.907
easy H1172 61.1 0.796 0.63 0.907
easy H1172 61.9 0.796 0.63 0.912
easy H1172 57.7 0.778 0.59 0.910
easy H1172 61.3 0.796 0.63 0.912
easy H1172 57.8 0.778 0.60 0.910
easy H1172 44.5 0.780 0.48 0.896
easy H1172 44.5 0.780 0.48 0.896
easy H1172 44.5 0.780 0.48 0.896
easy H1172 49.5 0.781 0.52 0.902
easy H1172 49.5 0.781 0.52 0.902
easy H1172 47.2 0.762 0.51 0.882
easy H1172 45.2 0.777 0.51 0.906
easy H1172 45.2 0.777 0.51 0.906
easy H1172 53.5 0.744 0.64 0.921
easy H1172 42.7 0.726 0.55 0.883
easy H1172 42.4 0.728 0.55 0.884
easy H1172 58.5 0.799 0.61 0.906
easy H1172 59.6 0.774 0.64 0.901
easy H1172 51.4 0.753 0.62 0.897
easy H1172 59.8 0.774 0.64 0.898
easy H1172 45.5 0.771 0.47 0.881
easy H1172 52.0 0.771 0.55 0.875
easy H1172 43.2 0.772 0.49 0.890
easy H1172 43.2 0.772 0.49 0.890
easy H1172 43.2 0.772 0.49 0.890
easy H1172 50.9 0.730 0.59 0.871
easy H1172 40.4 0.756 0.43 0.732
easy H1172 43.5 0.774 0.53 0.883
easy H1172 44.2 0.758 0.56 0.896
easy H1172 43.3 0.777 0.52 0.880
easy H1172 51.2 0.742 0.59 0.868
easy H1172 41.3 0.767 0.47 0.894
easy H1172 41.3 0.767 0.47 0.894
easy H1172 36.3 0.721 0.52 0.875
easy H1172 54.9 0.756 0.57 0.862
easy H1172 46.0 0.780 0.53 0.878
easy H1172 38.3 0.741 0.54 0.878
easy H1172 38.5 0.741 0.54 0.873
easy H1172 48.5 0.756 0.61 0.901
easy H1172 48.4 0.756 0.61 0.899
easy H1172 48.2 0.756 0.61 0.897
easy H1172 42.9 0.747 0.57 0.845
easy H1172 47.7 0.720 0.59 0.851
easy H1172 41.5 0.776 0.50 0.870
easy H1172 47.6 0.775 0.61 0.882
easy H1172 47.9 0.776 0.61 0.881
easy H1172 39.7 0.733 0.53 0.869
easy H1172 33.9 0.745 0.48 0.867
easy H1172 33.9 0.745 0.48 0.867
easy H1172 30.5 0.750 0.39 0.846
easy H1172 33.9 0.745 0.49 0.868
easy H1172 30.5 0.750 0.39 0.846
easy H1172 33.7 0.742 0.47 0.868
easy H1172 30.5 0.750 0.39 0.846
easy H1172 33.9 0.745 0.49 0.868
easy H1172 33.7 0.745 0.48 0.867
easy H1172 33.7 0.745 0.48 0.867
easy H1172 33.7 0.742 0.47 0.868
easy H1172 50.3 0.745 0.53 0.844
easy H1172 50.0 0.745 0.52 0.844
easy H1172 37.7 0.738 0.51 0.868
easy H1172 37.7 0.738 0.51 0.868
easy H1172 19.5 0.704 0.40 0.848
easy H1172 19.5 0.704 0.40 0.848
easy H1172 12.7 0.578 0.32 0.760
easy H1172 12.8 0.576 0.32 0.760
easy H1172 12.6 0.578 0.32 0.763
easy H1172 12.4 0.578 0.32 0.762
easy H1172 12.6 0.579 0.32 0.762
easy H1172 7.0 0.626 0.21 0.271
easy H1172 6.8 0.625 0.22 0.270
easy H1172 3.8 0.683 0.11 0.555
easy H1172 6.0 0.127 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.0 0.127 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.0 0.127 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.1 0.129 0.06 0.148
easy H1172 6.0 0.127 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 6.0 0.129 0.06 0.148
easy H1172 5.9 0.128 0.06 0.149
easy H1172 5.6 0.128 0.06 0.150
easy H1172 5.8 0.128 0.06 0.149
easy H1172 5.7 0.128 0.06 0.149
easy H1172 3.2 0.694 0.06 0.566
easy H1172 5.6 0.129 0.06 0.148
easy H1172 3.7 0.688 0.09 0.550
easy H1172 3.2 0.691 0.07 0.576
easy H1172 3.2 0.691 0.07 0.245
easy H1172 6.3 0.684 0.28 0.373
easy H1172 6.4 0.682 0.28 0.373
easy H1172 0.0 0.673 0.07 0.312
easy H1172 0.0 0.673 0.05 0.258
easy H1172 0.0 0.671 0.07 0.309
easy H1185 72.3 0.778 0.70 0.970
easy H1185 72.3 0.778 0.70 0.970
easy H1185 72.3 0.778 0.70 0.970
easy H1185 71.7 0.778 0.67 0.971
easy H1185 71.7 0.778 0.67 0.971
easy H1185 71.7 0.778 0.67 0.971
easy H1185 71.6 0.775 0.69 0.971
easy H1185 71.6 0.775 0.69 0.971
easy H1185 71.6 0.775 0.69 0.971
easy H1185 67.3 0.773 0.58 0.973
easy H1185 70.2 0.801 0.65 0.966
easy H1185 70.2 0.801 0.65 0.966
easy H1185 65.7 0.763 0.59 0.967
easy H1185 65.8 0.763 0.59 0.969
easy H1185 68.9 0.789 0.64 0.968
easy H1185 68.8 0.798 0.64 0.971
easy H1185 69.7 0.792 0.65 0.973
easy H1185 68.7 0.796 0.63 0.967
easy H1185 68.7 0.796 0.63 0.967
easy H1185 68.7 0.796 0.63 0.967
easy H1185 69.5 0.792 0.63 0.969
easy H1185 69.5 0.792 0.63 0.969
easy H1185 69.1 0.789 0.62 0.973
easy H1185 69.1 0.789 0.62 0.973
easy H1185 68.4 0.796 0.63 0.969
easy H1185 68.5 0.784 0.65 0.968
easy H1185 69.1 0.789 0.66 0.971
easy H1185 69.1 0.789 0.66 0.971
easy H1185 68.9 0.799 0.64 0.970
easy H1185 69.6 0.795 0.64 0.968
easy H1185 69.6 0.795 0.64 0.968
easy H1185 68.8 0.797 0.64 0.968
easy H1185 68.8 0.797 0.64 0.968
easy H1185 68.2 0.795 0.63 0.967
easy H1185 68.0 0.796 0.62 0.968
easy H1185 68.9 0.794 0.63 0.968
easy H1185 68.9 0.794 0.63 0.968
easy H1185 69.8 0.794 0.66 0.968
easy H1185 69.2 0.795 0.63 0.966
easy H1185 68.3 0.792 0.63 0.967
easy H1185 69.2 0.796 0.64 0.967
easy H1185 67.8 0.789 0.63 0.967
easy H1185 68.0 0.789 0.64 0.970
easy H1185 69.8 0.794 0.66 0.968
easy H1185 69.2 0.796 0.64 0.967
easy H1185 69.2 0.795 0.63 0.966
easy H1185 68.0 0.789 0.64 0.970
easy H1185 68.3 0.792 0.63 0.967
easy H1185 68.3 0.796 0.62 0.968
easy H1185 68.3 0.796 0.62 0.968
easy H1185 68.3 0.796 0.62 0.968
easy H1185 68.5 0.798 0.64 0.969
easy H1185 69.0 0.792 0.65 0.968
easy H1185 69.0 0.792 0.65 0.968
easy H1185 69.6 0.795 0.65 0.968
easy H1185 68.8 0.796 0.63 0.969
easy H1185 67.5 0.795 0.63 0.968
easy H1185 69.6 0.795 0.65 0.968
easy H1185 69.6 0.795 0.65 0.968
easy H1185 66.9 0.790 0.63 0.967
easy H1185 68.5 0.798 0.63 0.968
easy H1185 69.2 0.795 0.64 0.969
easy H1185 69.2 0.795 0.64 0.969
easy H1185 69.2 0.795 0.64 0.969
easy H1185 68.7 0.797 0.64 0.967
easy H1185 68.7 0.797 0.64 0.967
easy H1185 67.9 0.792 0.62 0.970
easy H1185 68.9 0.797 0.63 0.969
easy H1185 68.0 0.791 0.64 0.970
easy H1185 68.5 0.794 0.63 0.968
easy H1185 68.8 0.795 0.62 0.969
easy H1185 68.9 0.795 0.62 0.970
easy H1185 68.0 0.791 0.64 0.970
easy H1185 68.9 0.797 0.63 0.969
easy H1185 68.8 0.795 0.62 0.969
easy H1185 68.8 0.791 0.65 0.968
easy H1185 68.0 0.791 0.64 0.970
easy H1185 68.0 0.791 0.64 0.970
easy H1185 68.9 0.795 0.62 0.970
easy H1185 68.0 0.791 0.64 0.970
easy H1185 68.9 0.797 0.63 0.969
easy H1185 68.5 0.784 0.64 0.968
easy H1185 68.7 0.797 0.63 0.969
easy H1185 68.1 0.790 0.64 0.968
easy H1185 69.1 0.794 0.63 0.969
easy H1185 69.1 0.794 0.63 0.969
easy H1185 69.1 0.794 0.63 0.969
easy H1185 68.4 0.798 0.64 0.970
easy H1185 68.4 0.797 0.63 0.969
easy H1185 67.4 0.781 0.60 0.970
easy H1185 68.8 0.800 0.63 0.970
easy H1185 68.5 0.796 0.64 0.969
easy H1185 68.4 0.797 0.63 0.969
easy H1185 69.1 0.777 0.66 0.971
easy H1185 68.4 0.798 0.64 0.970
easy H1185 69.5 0.797 0.64 0.969
easy H1185 69.1 0.777 0.66 0.971
easy H1185 68.6 0.798 0.63 0.969
easy H1185 68.2 0.796 0.63 0.968
easy H1185 69.1 0.777 0.66 0.971
easy H1185 67.8 0.788 0.64 0.972
easy H1185 67.9 0.790 0.64 0.970
easy H1185 68.5 0.796 0.64 0.969
easy H1185 69.5 0.797 0.64 0.969
easy H1185 67.9 0.795 0.63 0.968
easy H1185 67.8 0.794 0.63 0.968
easy H1185 67.7 0.795 0.63 0.969
easy H1185 68.0 0.795 0.63 0.967
easy H1185 68.7 0.797 0.63 0.969
easy H1185 67.9 0.795 0.63 0.968
easy H1185 67.7 0.795 0.63 0.969
easy H1185 68.0 0.795 0.63 0.967
easy H1185 68.0 0.795 0.63 0.967
easy H1185 68.7 0.797 0.64 0.968
easy H1185 68.6 0.796 0.64 0.969
easy H1185 68.8 0.778 0.64 0.970
easy H1185 68.9 0.790 0.64 0.968
easy H1185 68.9 0.790 0.64 0.968
easy H1185 68.3 0.796 0.64 0.969
easy H1185 68.8 0.793 0.63 0.971
easy H1185 68.8 0.778 0.64 0.970
easy H1185 67.3 0.794 0.63 0.968
easy H1185 68.8 0.778 0.64 0.970
easy H1185 68.3 0.796 0.64 0.969
easy H1185 68.6 0.796 0.64 0.969
easy H1185 68.2 0.790 0.64 0.968
easy H1185 67.9 0.795 0.64 0.967
easy H1185 67.5 0.794 0.62 0.967
easy H1185 67.0 0.795 0.62 0.968
easy H1185 68.5 0.798 0.63 0.971
easy H1185 68.4 0.791 0.61 0.971
easy H1185 69.4 0.792 0.63 0.966
easy H1185 68.5 0.798 0.63 0.971
easy H1185 69.4 0.792 0.63 0.966
easy H1185 69.4 0.792 0.63 0.966
easy H1185 67.0 0.795 0.62 0.968
easy H1185 68.4 0.791 0.61 0.971
easy H1185 68.5 0.794 0.63 0.967
easy H1185 70.0 0.792 0.66 0.966
easy H1185 68.4 0.791 0.60 0.970
easy H1185 67.9 0.795 0.63 0.968
easy H1185 68.7 0.794 0.63 0.969
easy H1185 68.4 0.791 0.60 0.970
easy H1185 70.0 0.792 0.66 0.966
easy H1185 68.1 0.792 0.64 0.967
easy H1185 68.8 0.791 0.63 0.967
easy H1185 67.6 0.794 0.63 0.968
easy H1185 67.2 0.790 0.62 0.967
easy H1185 67.1 0.786 0.62 0.968
easy H1185 69.6 0.793 0.65 0.967
easy H1185 69.6 0.793 0.65 0.967
easy H1185 67.3 0.794 0.63 0.968
easy H1185 67.1 0.786 0.62 0.968
easy H1185 67.3 0.794 0.63 0.968
easy H1185 67.2 0.793 0.61 0.969
easy H1185 67.5 0.791 0.61 0.966
easy H1185 63.8 0.727 0.58 0.961
easy H1185 63.5 0.719 0.57 0.964
easy H1185 67.2 0.793 0.61 0.969
easy H1185 68.1 0.792 0.63 0.966
easy H1185 69.1 0.791 0.65 0.967
easy H1185 69.1 0.791 0.65 0.967
easy H1185 65.9 0.785 0.59 0.970
easy H1185 62.2 0.772 0.57 0.960
easy H1185 66.8 0.792 0.62 0.968
easy H1185 66.8 0.778 0.63 0.966
easy H1185 66.8 0.792 0.62 0.968
easy H1185 62.2 0.772 0.57 0.960
easy H1185 63.9 0.707 0.58 0.960
easy H1185 66.1 0.794 0.60 0.967
easy H1185 63.6 0.769 0.61 0.965
easy H1185 59.3 0.750 0.56 0.954
easy H1185 62.5 0.766 0.59 0.956
easy H1185 61.6 0.713 0.56 0.948
easy H1185 65.3 0.773 0.58 0.970
easy H1185 61.9 0.713 0.56 0.958
easy H1185 66.2 0.794 0.59 0.967
easy H1185 57.6 0.744 0.55 0.951
easy H1185 63.7 0.791 0.57 0.968
easy H1185 63.9 0.780 0.58 0.967
easy H1185 59.9 0.752 0.59 0.950
easy H1185 64.0 0.781 0.58 0.966
easy H1185 63.6 0.797 0.57 0.969
easy H1185 63.6 0.797 0.57 0.969
easy H1185 64.7 0.782 0.59 0.967
easy H1185 64.7 0.794 0.58 0.966
easy H1185 64.7 0.794 0.58 0.966
easy H1185 56.9 0.709 0.54 0.940
easy H1185 62.2 0.771 0.56 0.964
easy H1185 64.7 0.794 0.58 0.966
easy H1185 65.8 0.773 0.58 0.966
easy H1185 62.9 0.779 0.57 0.966
easy H1185 64.3 0.787 0.58 0.968
easy H1185 65.4 0.788 0.59 0.969
easy H1185 58.1 0.711 0.52 0.943
easy H1185 56.9 0.748 0.52 0.930
easy H1185 56.9 0.748 0.52 0.930
easy H1185 63.8 0.793 0.57 0.969
easy H1185 63.8 0.793 0.57 0.969
easy H1185 63.8 0.793 0.57 0.969
easy H1185 62.9 0.785 0.57 0.969
easy H1185 62.1 0.779 0.56 0.967
easy H1185 57.6 0.684 0.53 0.946
easy H1185 62.2 0.759 0.55 0.917
easy H1185 62.2 0.759 0.55 0.917
easy H1185 58.0 0.713 0.52 0.952
easy H1185 49.2 0.728 0.49 0.916
easy H1185 62.5 0.755 0.55 0.918
easy H1185 62.5 0.755 0.55 0.918
easy H1185 61.5 0.761 0.53 0.920
easy H1185 61.5 0.761 0.53 0.920
easy H1185 60.5 0.758 0.51 0.924
easy H1185 60.5 0.758 0.51 0.924
easy H1185 60.8 0.758 0.51 0.921
easy H1185 60.8 0.758 0.51 0.921
easy H1185 45.5 0.510 0.42 0.872
easy H1185 45.5 0.510 0.42 0.872
easy H1185 55.8 0.726 0.47 0.904
easy H1185 43.2 0.717 0.45 0.901
easy H1185 43.8 0.715 0.45 0.933
easy H1185 43.8 0.715 0.45 0.933
easy H1185 42.9 0.708 0.45 0.929
easy H1185 42.9 0.708 0.45 0.929
easy H1185 41.9 0.704 0.42 0.926
easy H1185 54.7 0.722 0.49 0.911
easy H1185 54.7 0.722 0.49 0.911
easy H1185 34.1 0.700 0.38 0.855
easy H1185 42.2 0.721 0.43 0.852
easy H1185 46.5 0.667 0.44 0.876
easy H1185 47.1 0.660 0.43 0.827
easy H1185 50.3 0.711 0.46 0.894
easy H1185 50.3 0.711 0.46 0.894
easy H1185 48.1 0.712 0.43 0.867
easy H1185 35.4 0.705 0.37 0.759
easy H1185 36.2 0.705 0.36 0.759
easy H1185 32.2 0.700 0.41 0.793
easy H1185 27.9 0.691 0.38 0.777
easy H1185 24.0 0.542 0.33 0.671
easy H1185 24.4 0.542 0.33 0.701
easy H1185 21.2 0.650 0.30 0.588
easy H1185 0.0 0.450 0.08 0.348
easy H1185 0.0 0.450 0.08 0.348
easy H1185 0.0 0.459 0.03 0.306
easy H1185 0.0 0.459 0.03 0.306
easy H1185 0.0 0.296 0.01 0.254
easy H1185 0.4 0.304 0.09 0.269
easy H1185 0.4 0.304 0.09 0.269
easy H1185 0.0 0.296 0.01 0.254
easy T1109 84.9 0.848 0.86 0.960
easy T1109 84.9 0.848 0.86 0.960
easy T1109 83.4 0.869 0.84 0.959
easy T1109 83.1 0.847 0.85 0.959
easy T1109 84.9 0.888 0.89 0.965
easy T1109 84.9 0.899 0.88 0.975
easy T1109 85.2 0.885 0.89 0.966
easy T1109 84.8 0.854 0.89 0.964
easy T1109 84.8 0.867 0.89 0.963
easy T1109 84.8 0.867 0.89 0.963
easy T1109 83.4 0.865 0.88 0.963
easy T1109 84.4 0.867 0.88 0.963
easy T1109 81.9 0.868 0.86 0.960
easy T1109 82.5 0.875 0.88 0.960
easy T1109 75.6 0.796 0.78 0.953
easy T1109 80.9 0.885 0.84 0.967
easy T1109 77.7 0.811 0.84 0.957
easy T1109 75.4 0.809 0.79 0.947
easy T1109 75.4 0.809 0.79 0.947
easy T1109 61.7 0.830 0.55 0.905
easy T1109 56.4 0.799 0.52 0.902
easy T1109 54.1 0.799 0.50 0.903
easy T1109 56.2 0.797 0.54 0.899
easy T1109 55.0 0.796 0.53 0.899
easy T1109 59.7 0.839 0.56 0.910
easy T1109 53.1 0.792 0.47 0.897
easy T1109 53.0 0.807 0.51 0.905
easy T1109 50.6 0.807 0.48 0.903
easy T1109 50.6 0.807 0.48 0.903
easy T1109 49.7 0.790 0.49 0.897
easy T1109 50.3 0.801 0.46 0.900
easy T1109 50.3 0.801 0.46 0.900
easy T1109 50.3 0.801 0.46 0.900
easy T1109 53.4 0.801 0.52 0.899
easy T1109 47.7 0.787 0.46 0.891
easy T1109 50.3 0.809 0.48 0.896
easy T1109 50.2 0.771 0.45 0.904
easy T1109 51.9 0.854 0.50 0.908
easy T1109 50.2 0.807 0.50 0.899
easy T1109 49.7 0.769 0.44 0.901
easy T1109 51.0 0.763 0.45 0.904
easy T1109 48.5 0.820 0.50 0.897
easy T1109 49.8 0.826 0.50 0.897
easy T1109 49.0 0.830 0.48 0.900
easy T1109 49.0 0.830 0.48 0.900
easy T1109 48.3 0.838 0.47 0.903
easy T1109 48.3 0.838 0.47 0.903
easy T1109 47.9 0.834 0.48 0.905
easy T1109 49.2 0.836 0.49 0.903
easy T1109 50.6 0.843 0.48 0.905
easy T1109 49.2 0.836 0.49 0.903
easy T1109 45.9 0.831 0.46 0.902
easy T1109 48.2 0.834 0.48 0.902
easy T1109 49.4 0.812 0.50 0.901
easy T1109 50.2 0.837 0.47 0.903
easy T1109 49.8 0.767 0.46 0.900
easy T1109 48.9 0.837 0.48 0.903
easy T1109 48.9 0.837 0.48 0.903
easy T1109 48.2 0.845 0.49 0.905
easy T1109 51.1 0.843 0.48 0.906
easy T1109 50.8 0.845 0.48 0.905
easy T1109 48.5 0.839 0.49 0.903
easy T1109 50.8 0.855 0.48 0.914
easy T1109 51.7 0.838 0.48 0.905
easy T1109 51.3 0.829 0.48 0.903
easy T1109 51.3 0.829 0.48 0.903
easy T1109 47.1 0.827 0.48 0.900
easy T1109 50.8 0.817 0.48 0.903
easy T1109 50.0 0.836 0.48 0.905
easy T1109 50.6 0.837 0.48 0.903
easy T1109 50.6 0.837 0.48 0.903
easy T1109 50.5 0.836 0.48 0.903
easy T1109 51.0 0.843 0.49 0.906
easy T1109 49.7 0.837 0.49 0.905
easy T1109 51.0 0.778 0.45 0.903
easy T1109 49.5 0.845 0.48 0.904
easy T1109 51.4 0.834 0.48 0.903
easy T1109 50.5 0.836 0.48 0.903
easy T1109 49.7 0.837 0.49 0.905
easy T1109 51.3 0.844 0.48 0.906
easy T1109 49.4 0.841 0.48 0.906
easy T1109 50.3 0.835 0.46 0.903
easy T1109 50.0 0.840 0.48 0.906
easy T1109 52.4 0.842 0.48 0.906
