target_name group_no QS F1 Jaccard
T1165-D12 494 0.849 74.5 0.74
T1165-D12 073s 0.849 78.3 0.73
T1165-D12 119 0.849 75.0 0.73
T1165-D12 131s 0.849 75.0 0.73
T1165-D12 288s 0.848 74.8 0.71
T1165-D12 073s 0.848 73.4 0.74
T1165-D12 229s 0.848 72.8 0.70
T1165-D12 074 0.848 76.5 0.72
T1165-D12 073s 0.846 75.9 0.69
T1165-D12 466s 0.846 73.3 0.69
T1165-D12 264s 0.846 74.2 0.74
T1165-D12 403s 0.846 74.2 0.74
T1165-D12 018s 0.846 74.2 0.74
T1165-D12 261s 0.846 74.2 0.74
T1165-D12 383s 0.846 74.2 0.74
T1165-D12 433 0.845 77.6 0.75
T1165-D12 441 0.845 77.6 0.75
T1165-D12 131s 0.845 73.2 0.67
T1165-D12 119 0.845 73.2 0.67
T1165-D12 234 0.844 71.7 0.69
T1165-D12 234 0.843 73.3 0.72
T1165-D12 275 0.841 72.3 0.68
T1165-D12 234 0.841 72.2 0.67
T1165-D12 074 0.841 75.2 0.69
T1165-D12 011s 0.841 71.9 0.71
T1165-D12 278 0.840 69.8 0.69
T1165-D12 180 0.839 75.9 0.72
T1165-D12 073s 0.838 73.0 0.68
T1165-D12 481s 0.837 72.9 0.72
T1165-D12 433 0.836 74.0 0.70
T1165-D12 441 0.836 74.0 0.70
T1165-D12 441 0.835 76.5 0.74
T1165-D12 433 0.835 76.5 0.74
T1165-D12 166s 0.835 76.0 0.72
T1165-D12 035s 0.834 76.2 0.73
T1165-D12 248 0.834 76.2 0.73
T1165-D12 441 0.834 73.9 0.69
T1165-D12 433 0.834 73.9 0.69
T1165-D12 037 0.833 72.3 0.70
T1165-D12 166s 0.833 76.0 0.70
T1165-D12 208 0.832 72.6 0.66
T1165-D12 229s 0.828 74.5 0.69
T1165-D12 439 0.828 74.5 0.69
T1165-D12 008 0.828 74.5 0.69
T1165-D12 208 0.828 74.5 0.70
T1165-D12 166s 0.822 73.0 0.69
T1165-D12 037 0.821 72.2 0.71
T1165-D12 117 0.821 70.6 0.71
T1165-D12 185 0.821 71.4 0.68
T1165-D12 383s 0.820 76.1 0.75
T1165-D12 264s 0.820 76.1 0.75
T1165-D12 403s 0.820 76.1 0.75
T1165-D12 018s 0.820 76.1 0.75
T1165-D12 261s 0.820 76.1 0.75
T1165-D12 018s 0.820 78.1 0.78
T1165-D12 403s 0.820 78.1 0.78
T1165-D12 264s 0.820 78.1 0.78
T1165-D12 383s 0.820 78.1 0.78
T1165-D12 261s 0.820 78.1 0.78
T1165-D12 342 0.819 74.5 0.67
T1165-D12 269 0.819 74.5 0.67
T1165-D12 443s 0.819 74.5 0.67
T1165-D12 225 0.819 74.5 0.67
T1165-D12 360 0.819 74.5 0.67
T1165-D12 477 0.816 75.0 0.70
T1165-D12 275 0.816 74.3 0.67
T1165-D12 147 0.814 73.2 0.66
T1165-D12 298s 0.814 73.2 0.66
T1165-D12 320 0.814 73.2 0.66
T1165-D12 270s 0.814 73.2 0.66
T1165-D12 275 0.812 72.5 0.71
T1165-D12 117 0.811 70.7 0.71
T1165-D12 278 0.811 72.0 0.74
T1165-D12 166s 0.811 76.8 0.71
T1165-D12 037 0.809 72.0 0.69
T1165-D12 288s 0.809 76.0 0.72
T1165-D12 117 0.807 66.7 0.75
T1165-D12 478 0.807 72.7 0.70
T1165-D12 098s 0.807 73.1 0.68
T1165-D12 188s 0.807 73.1 0.68
T1165-D12 165 0.804 71.9 0.65
T1165-D12 092 0.796 71.0 0.65
T1165-D12 204 0.796 71.0 0.65
T1165-D12 368s 0.795 70.8 0.63
T1165-D12 368s 0.795 70.8 0.63
T1165-D12 368s 0.795 70.8 0.63
T1165-D12 368s 0.795 70.8 0.63
T1165-D12 368s 0.795 70.8 0.63
T1165-D12 333s 0.795 70.8 0.63
T1165-D12 333s 0.795 70.8 0.63
T1165-D12 333s 0.795 70.8 0.63
T1165-D12 333s 0.795 70.8 0.63
T1165-D12 333s 0.795 70.8 0.63
T1165-D12 443s 0.794 69.2 0.65
T1165-D12 360 0.794 69.2 0.65
T1165-D12 455 0.794 69.2 0.65
T1165-D12 443s 0.793 66.1 0.62
T1165-D12 225 0.793 66.1 0.62
T1165-D12 455 0.793 66.1 0.62
T1165-D12 269 0.793 66.1 0.62
T1165-D12 165 0.789 70.2 0.67
T1165-D12 229s 0.786 72.7 0.65
T1165-D12 117 0.779 61.8 0.70
T1165-D12 450s 0.778 71.3 0.66
T1165-D12 450s 0.777 73.5 0.63
T1165-D12 269 0.776 68.3 0.62
T1165-D12 443s 0.776 68.3 0.62
T1165-D12 455 0.776 68.3 0.62
T1165-D12 276 0.772 60.0 0.64
T1165-D12 276 0.771 53.9 0.67
T1165-D12 276 0.771 53.9 0.67
T1165-D12 261s 0.770 73.8 0.73
T1165-D12 018s 0.770 73.8 0.73
T1165-D12 264s 0.770 73.8 0.73
T1165-D12 383s 0.770 73.8 0.73
T1165-D12 403s 0.770 73.8 0.73
T1165-D12 275 0.753 68.2 0.66
T1165-D12 288s 0.753 76.8 0.72
T1165-D12 117 0.746 64.8 0.63
T1165-D12 166s 0.746 73.5 0.65
T1165-D12 257 0.744 67.1 0.67
T1165-D12 276 0.734 51.4 0.65
T1165-D12 443s 0.734 65.0 0.61
T1165-D12 455 0.734 65.0 0.61
T1165-D12 257 0.733 67.9 0.69
T1165-D12 257 0.732 64.9 0.65
T1165-D12 257 0.731 62.3 0.64
T1165-D12 383s 0.726 75.2 0.73
T1165-D12 261s 0.726 75.2 0.73
T1165-D12 018s 0.726 75.2 0.73
T1165-D12 264s 0.726 75.2 0.73
T1165-D12 403s 0.726 75.2 0.73
T1165-D12 276 0.722 57.6 0.58
T1165-D12 494 0.712 70.3 0.67
T1165-D12 257 0.690 63.6 0.64
T1165-D12 477 0.674 70.7 0.73
T1165-D12 165 0.653 61.1 0.55
T1165-D12 165 0.645 60.2 0.53
T1165-D12 450s 0.615 57.0 0.62
T1165-D12 052 0.315 29.3 0.29
T1165-D12 315s 0.315 29.3 0.29
T1165-D12 447 0.040 2.3 0.17
T1165-D12 447 0.030 2.2 0.21
T1165-D12 447 0.024 2.4 0.19
T1165-D12 447 0.017 1.9 0.20
T1165-D12 447 0.015 1.7 0.18
T1165-D12 219s 0.000 69.6 0.64
T1165-D12 219s 0.000 69.6 0.63
T1165-D12 219s 0.000 71.0 0.63
T1165-D12 219s 0.000 70.6 0.63
T1165-D12 219s 0.000 69.2 0.62
T1165-D16 054 0.096 5.1 0.18
T1165-D16 054 0.096 5.1 0.18
T1165-D16 125s 0.096 5.1 0.18
T1165-D16 399 0.096 5.1 0.18
T1165-D16 125s 0.096 5.1 0.18
T1165-D16 399 0.096 5.1 0.18
T1165-D16 074 0.091 2.6 0.10
T1165-D16 433 0.091 0.0 0.08
T1165-D16 441 0.091 0.0 0.08
T1165-D16 097 0.087 1.1 0.36
T1165-D16 097 0.061 1.3 0.33
T1165-D16 097 0.049 1.5 0.34
T1165-D16 403s 0.042 0.0 0.27
T1165-D16 018s 0.042 0.0 0.27
T1165-D16 261s 0.042 0.0 0.27
T1165-D16 383s 0.042 0.0 0.27
T1165-D16 264s 0.042 0.0 0.27
T1165-D16 097 0.041 0.0 0.27
T1165-D16 264s 0.038 0.0 0.29
T1165-D16 261s 0.038 0.0 0.29
T1165-D16 403s 0.038 0.0 0.29
T1165-D16 383s 0.038 0.0 0.29
T1165-D16 018s 0.038 0.0 0.29
T1165-D16 097 0.036 0.0 0.28
T1165-D16 403s 0.032 0.0 0.21
T1165-D16 018s 0.032 0.0 0.21
T1165-D16 264s 0.032 0.0 0.21
T1165-D16 383s 0.032 0.0 0.21
T1165-D16 261s 0.032 0.0 0.21
T1165-D16 261s 0.029 0.0 0.20
T1165-D16 383s 0.029 0.0 0.20
T1165-D16 264s 0.029 0.0 0.20
T1165-D16 403s 0.029 0.0 0.20
T1165-D16 018s 0.029 0.0 0.20
T1165-D16 275 0.028 0.0 0.09
T1165-D16 117 0.028 0.0 0.11
T1165-D16 162s 0.026 0.0 0.28
T1165-D16 439 0.024 0.0 0.16
T1165-D16 403s 0.024 0.0 0.15
T1165-D16 018s 0.024 0.0 0.15
T1165-D16 264s 0.024 0.0 0.15
T1165-D16 261s 0.024 0.0 0.15
T1165-D16 383s 0.024 0.0 0.15
T1165-D16 441 0.024 0.0 0.10
T1165-D16 433 0.024 0.0 0.10
T1165-D16 276 0.024 0.0 0.26
T1165-D16 147 0.023 0.0 0.08
T1165-D16 342 0.023 0.0 0.08
T1165-D16 298s 0.023 0.0 0.08
T1165-D16 180 0.023 0.0 0.08
T1165-D16 269 0.023 0.0 0.08
T1165-D16 320 0.023 0.0 0.08
T1165-D16 270s 0.023 0.0 0.08
T1165-D16 360 0.023 0.0 0.08
T1165-D16 455 0.023 0.0 0.08
T1165-D16 225 0.023 0.0 0.08
T1165-D16 185 0.022 0.0 0.15
T1165-D16 439 0.022 0.0 0.21
T1165-D16 276 0.021 0.0 0.17
T1165-D16 008 0.020 0.0 0.14
T1165-D16 229s 0.020 0.0 0.14
T1165-D16 439 0.020 0.0 0.14
T1165-D16 433 0.020 0.0 0.05
T1165-D16 441 0.020 0.0 0.05
T1165-D16 185 0.020 0.0 0.16
T1165-D16 165 0.019 0.0 0.16
T1165-D16 074 0.019 0.0 0.09
T1165-D16 165 0.019 0.0 0.16
T1165-D16 117 0.019 0.0 0.09
T1165-D16 439 0.019 0.0 0.21
T1165-D16 185 0.019 0.0 0.08
T1165-D16 166s 0.018 0.0 0.07
T1165-D16 433 0.018 0.0 0.18
T1165-D16 441 0.018 0.0 0.18
T1165-D16 162s 0.018 0.0 0.17
T1165-D16 185 0.018 0.0 0.15
T1165-D16 185 0.018 0.0 0.20
T1165-D16 131s 0.018 0.0 0.12
T1165-D16 494 0.018 0.0 0.10
T1165-D16 008 0.018 0.0 0.18
T1165-D16 229s 0.018 0.0 0.18
T1165-D16 439 0.018 0.0 0.18
T1165-D16 073s 0.017 0.0 0.19
T1165-D16 234 0.017 0.0 0.15
T1165-D16 166s 0.017 0.0 0.16
T1165-D16 234 0.017 0.0 0.16
T1165-D16 461 0.017 0.0 0.18
T1165-D16 462s 0.017 0.0 0.18
T1165-D16 151s 0.017 0.0 0.18
T1165-D16 446s 0.017 0.0 0.18
T1165-D16 180 0.017 0.0 0.18
T1165-D16 234 0.017 0.0 0.16
T1165-D16 234 0.017 0.0 0.15
T1165-D16 180 0.016 0.0 0.14
T1165-D16 462s 0.016 0.0 0.14
T1165-D16 461 0.016 0.0 0.14
T1165-D16 151s 0.016 0.0 0.14
T1165-D16 446s 0.016 0.0 0.14
T1165-D16 092 0.016 0.0 0.18
T1165-D16 204 0.016 0.0 0.18
T1165-D16 478 0.016 0.0 0.11
T1165-D16 234 0.016 0.0 0.15
T1165-D16 275 0.016 0.0 0.10
T1165-D16 494 0.016 0.0 0.14
T1165-D16 089s 0.016 0.0 0.08
T1165-D16 169 0.016 0.0 0.08
T1165-D16 481s 0.016 0.0 0.08
T1165-D16 282s 0.016 0.0 0.08
T1165-D16 117 0.016 0.0 0.13
T1165-D16 147 0.016 0.0 0.11
T1165-D16 270s 0.016 0.0 0.11
T1165-D16 298s 0.016 0.0 0.11
T1165-D16 320 0.016 0.0 0.11
T1165-D16 225 0.016 0.0 0.11
T1165-D16 180 0.016 0.0 0.11
T1165-D16 180 0.015 0.0 0.13
T1165-D16 147 0.015 0.0 0.18
T1165-D16 119 0.015 0.0 0.18
T1165-D16 225 0.015 0.0 0.18
T1165-D16 298s 0.015 0.0 0.18
T1165-D16 320 0.015 0.0 0.18
T1165-D16 269 0.015 0.0 0.18
T1165-D16 398 0.015 0.0 0.18
T1165-D16 354 0.015 0.0 0.18
T1165-D16 342 0.015 0.0 0.18
T1165-D16 270s 0.015 0.0 0.18
T1165-D16 165 0.015 0.0 0.20
T1165-D16 162s 0.015 0.0 0.10
T1165-D16 086s 0.015 0.0 0.18
T1165-D16 073s 0.015 0.0 0.08
T1165-D16 466s 0.015 0.0 0.11
T1165-D16 131s 0.015 0.0 0.23
T1165-D16 119 0.015 0.0 0.23
T1165-D16 074 0.014 0.0 0.25
T1165-D16 466s 0.014 0.0 0.16
T1165-D16 073s 0.014 0.0 0.27
T1165-D16 073s 0.014 0.0 0.21
T1165-D16 367 0.014 0.0 0.20
T1165-D16 494 0.014 0.0 0.14
T1165-D16 477 0.014 0.0 0.10
T1165-D16 466s 0.014 0.0 0.08
T1165-D16 162s 0.014 0.0 0.18
T1165-D16 151s 0.014 0.0 0.08
T1165-D16 446s 0.014 0.0 0.08
T1165-D16 462s 0.014 0.0 0.08
T1165-D16 461 0.014 0.0 0.08
T1165-D16 131s 0.014 0.0 0.19
T1165-D16 119 0.014 0.0 0.19
T1165-D16 481s 0.014 0.0 0.07
T1165-D16 282s 0.014 0.0 0.07
T1165-D16 073s 0.013 0.0 0.08
T1165-D16 288s 0.013 0.0 0.17
T1165-D16 367 0.013 0.0 0.18
T1165-D16 003 0.013 0.0 0.18
T1165-D16 269 0.013 0.0 0.17
T1165-D16 360 0.013 0.0 0.17
T1165-D16 342 0.013 0.0 0.17
T1165-D16 225 0.013 0.0 0.17
T1165-D16 443s 0.013 0.0 0.17
T1165-D16 169 0.013 0.0 0.10
T1165-D16 481s 0.013 0.0 0.10
T1165-D16 466s 0.013 0.0 0.12
T1165-D16 165 0.012 0.0 0.17
T1165-D16 443s 0.012 0.0 0.17
T1165-D16 360 0.012 0.0 0.17
T1165-D16 455 0.012 0.0 0.17
T1165-D16 288s 0.012 0.0 0.18
T1165-D16 204 0.012 0.0 0.03
T1165-D16 092 0.012 0.0 0.03
T1165-D16 443s 0.012 0.0 0.13
T1165-D16 455 0.012 0.0 0.13
T1165-D16 208 0.012 0.0 0.19
T1165-D16 147 0.011 0.0 0.09
T1165-D16 298s 0.011 0.0 0.09
T1165-D16 360 0.011 0.0 0.09
T1165-D16 320 0.011 0.0 0.09
T1165-D16 342 0.011 0.0 0.09
T1165-D16 270s 0.011 0.0 0.09
T1165-D16 119 0.011 0.0 0.09
T1165-D16 229s 0.011 0.0 0.10
T1165-D16 462s 0.011 0.0 0.11
T1165-D16 151s 0.011 0.0 0.11
T1165-D16 461 0.011 0.0 0.11
T1165-D16 360 0.011 0.0 0.11
T1165-D16 446s 0.011 0.0 0.11
T1165-D16 219s 0.011 0.0 0.17
T1165-D16 219s 0.011 0.0 0.19
T1165-D16 269 0.011 0.0 0.15
T1165-D16 455 0.011 0.0 0.15
T1165-D16 443s 0.011 0.0 0.15
T1165-D16 466s 0.011 0.0 0.09
T1165-D16 275 0.011 0.0 0.03
T1165-D16 229s 0.011 0.0 0.11
T1165-D16 443s 0.011 0.0 0.11
T1165-D16 455 0.011 0.0 0.11
T1165-D16 225 0.011 0.0 0.11
T1165-D16 269 0.011 0.0 0.11
T1165-D16 219s 0.011 0.0 0.19
T1165-D16 450s 0.010 0.0 0.08
T1165-D16 219s 0.010 0.0 0.16
T1165-D16 117 0.010 0.0 0.15
T1165-D16 276 0.010 0.0 0.07
T1165-D16 276 0.010 0.0 0.07
T1165-D16 208 0.010 0.0 0.09
T1165-D16 117 0.010 0.0 0.13
T1165-D16 275 0.010 0.0 0.08
T1165-D16 245s 0.010 0.0 0.08
T1165-D16 385 0.010 0.0 0.08
T1165-D16 037 0.010 0.0 0.09
T1165-D16 086s 0.010 0.0 0.07
T1165-D16 158s 0.010 0.0 0.07
T1165-D16 367 0.010 0.0 0.07
T1165-D16 158s 0.010 0.0 0.07
T1165-D16 003 0.010 0.0 0.07
T1165-D16 120s 0.010 0.0 0.07
T1165-D16 086s 0.010 0.0 0.07
T1165-D16 475s 0.010 0.0 0.07
T1165-D16 219s 0.010 0.0 0.17
T1165-D16 204 0.010 0.0 0.09
T1165-D16 092 0.010 0.0 0.09
T1165-D16 086s 0.009 0.0 0.17
T1165-D16 282s 0.009 0.0 0.08
T1165-D16 188s 0.009 0.0 0.08
T1165-D16 098s 0.009 0.0 0.08
T1165-D16 089s 0.009 0.0 0.08
T1165-D16 288s 0.009 0.0 0.19
T1165-D16 003 0.009 0.0 0.08
T1165-D16 158s 0.009 0.0 0.08
T1165-D16 120s 0.009 0.0 0.08
T1165-D16 475s 0.009 0.0 0.08
T1165-D16 367 0.009 0.0 0.08
T1165-D16 086s 0.009 0.0 0.07
T1165-D16 120s 0.009 0.0 0.07
T1165-D16 158s 0.009 0.0 0.07
T1165-D16 475s 0.009 0.0 0.07
T1165-D16 248 0.009 0.0 0.09
T1165-D16 035s 0.009 0.0 0.09
T1165-D16 003 0.009 0.0 0.08
T1165-D16 120s 0.009 0.0 0.08
T1165-D16 367 0.009 0.0 0.08
T1165-D16 475s 0.009 0.0 0.08
T1165-D16 158s 0.009 0.0 0.08
T1165-D16 208 0.009 0.0 0.07
T1165-D16 288s 0.009 0.0 0.18
T1165-D16 074 0.009 0.0 0.18
T1165-D16 477 0.009 0.0 0.08
T1165-D16 131s 0.009 0.0 0.20
T1165-D16 119 0.009 0.0 0.20
T1165-D16 162s 0.009 0.0 0.08
T1165-D16 282s 0.009 0.0 0.12
T1165-D16 169 0.009 0.0 0.12
T1165-D16 481s 0.009 0.0 0.12
T1165-D16 089s 0.009 0.0 0.12
T1165-D16 475s 0.009 0.0 0.10
T1165-D16 003 0.009 0.0 0.10
T1165-D16 120s 0.009 0.0 0.09
T1165-D16 165 0.008 0.0 0.12
T1165-D16 276 0.008 0.0 0.10
T1165-D16 089s 0.008 0.0 0.08
T1165-D16 188s 0.008 0.0 0.08
T1165-D16 098s 0.008 0.0 0.08
T1165-D16 169 0.008 0.0 0.08
T1165-D16 037 0.008 0.0 0.06
T1165-D16 035s 0.007 0.0 0.09
T1165-D16 248 0.007 0.0 0.09
T1165-D16 282s 0.007 0.0 0.14
T1165-D16 169 0.007 0.0 0.14
T1165-D16 188s 0.007 0.0 0.14
T1165-D16 098s 0.007 0.0 0.14
T1165-D16 089s 0.007 0.0 0.14
T1165-D16 131s 0.007 0.0 0.05
T1165-D16 035s 0.007 0.0 0.09
T1165-D16 248 0.007 0.0 0.09
T1165-D16 204 0.007 0.0 0.14
T1165-D16 092 0.007 0.0 0.14
T1165-D16 248 0.007 0.0 0.09
T1165-D16 035s 0.007 0.0 0.09
T1165-D16 074 0.007 0.0 0.19
T1165-D16 037 0.007 0.0 0.03
T1165-D16 208 0.007 0.0 0.21
T1165-D16 288s 0.007 0.0 0.19
T1165-D16 208 0.006 0.0 0.08
T1165-D16 368s 0.006 0.0 0.03
T1165-D16 333s 0.006 0.0 0.03
T1165-D16 368s 0.006 0.0 0.03
T1165-D16 333s 0.006 0.0 0.03
T1165-D16 368s 0.006 0.0 0.03
T1165-D16 333s 0.006 0.0 0.03
T1165-D16 333s 0.006 0.0 0.03
T1165-D16 368s 0.006 0.0 0.03
T1165-D16 368s 0.006 0.0 0.03
T1165-D16 333s 0.006 0.0 0.03
T1165-D16 092 0.006 0.0 0.06
T1165-D16 204 0.006 0.0 0.06
T1165-D16 248 0.006 0.0 0.09
T1165-D16 035s 0.006 0.0 0.09
T1165-D16 320 0.005 0.0 0.12
T1165-D16 147 0.005 0.0 0.12
T1165-D16 298s 0.005 0.0 0.12
T1165-D16 270s 0.005 0.0 0.12
T1165-D16 481s 0.005 0.0 0.02
T1165-D16 098s 0.005 0.0 0.02
T1165-D16 188s 0.005 0.0 0.02
T1165-D16 450s 0.004 0.0 0.01
T1165-D16 037 0.004 0.0 0.01
T1165-D16 188s 0.004 0.0 0.10
T1165-D16 353s 0.004 0.0 0.10
T1165-D16 353s 0.004 0.0 0.10
T1165-D16 098s 0.004 0.0 0.10
T1165-D16 353s 0.004 0.0 0.10
T1165-D16 342 0.004 0.0 0.10
T1165-D16 353s 0.004 0.0 0.10
T1165-D16 353s 0.004 0.0 0.10
T1165-D16 229s 0.004 0.0 0.10
T1165-D16 446s 0.003 0.0 0.07
T1165-D16 151s 0.003 0.0 0.07
T1165-D16 461 0.003 0.0 0.07
T1165-D16 462s 0.003 0.0 0.07
T1165-D16 447 0.003 0.0 0.14
T1165-D16 447 0.001 0.0 0.11
T1165-D16 447 0.001 0.0 0.13
T1165-D16 447 0.001 0.0 0.12
T1165-D16 447 0.001 0.0 0.14
T1165-D16 166s 0.000 0.0 0.14
T1165-D23 439 0.931 86.1 0.78
T1165-D23 151s 0.923 87.7 0.83
T1165-D23 180 0.923 87.7 0.83
T1165-D23 462s 0.923 87.7 0.83
T1165-D23 446s 0.923 87.7 0.83
T1165-D23 461 0.923 87.7 0.83
T1165-D23 288s 0.915 84.2 0.81
T1165-D23 478 0.914 86.5 0.81
T1165-D23 003 0.914 82.5 0.79
T1165-D23 367 0.914 82.5 0.79
T1165-D23 439 0.911 86.8 0.82
T1165-D23 494 0.902 88.0 0.86
T1165-D23 439 0.898 86.8 0.82
T1165-D23 461 0.898 83.1 0.82
T1165-D23 462s 0.898 83.1 0.82
T1165-D23 151s 0.898 83.1 0.82
T1165-D23 446s 0.898 83.1 0.82
T1165-D23 477 0.896 81.0 0.84
T1165-D23 180 0.895 84.2 0.81
T1165-D23 151s 0.895 84.2 0.81
T1165-D23 461 0.895 84.2 0.81
T1165-D23 446s 0.895 84.2 0.81
T1165-D23 462s 0.895 84.2 0.81
T1165-D23 204 0.892 89.5 0.83
T1165-D23 092 0.892 89.5 0.83
T1165-D23 264s 0.888 78.0 0.75
T1165-D23 018s 0.888 78.0 0.75
T1165-D23 403s 0.888 78.0 0.75
T1165-D23 383s 0.888 78.0 0.75
T1165-D23 261s 0.888 78.0 0.75
T1165-D23 097 0.880 81.9 0.78
T1165-D23 288s 0.875 83.5 0.79
T1165-D23 187 0.867 80.5 0.78
T1165-D23 423 0.867 80.5 0.78
T1165-D23 423 0.867 80.5 0.78
T1165-D23 423 0.867 80.5 0.78
T1165-D23 187 0.867 80.5 0.78
T1165-D23 187 0.867 80.5 0.78
T1165-D23 086s 0.865 82.7 0.72
T1165-D23 158s 0.865 82.7 0.72
T1165-D23 257 0.864 81.7 0.78
T1165-D23 278 0.864 86.5 0.81
T1165-D23 403s 0.860 62.0 0.60
T1165-D23 018s 0.860 62.0 0.60
T1165-D23 261s 0.860 62.0 0.60
T1165-D23 383s 0.860 62.0 0.60
T1165-D23 264s 0.860 62.0 0.60
T1165-D23 131s 0.858 80.5 0.72
T1165-D23 119 0.858 80.5 0.72
T1165-D23 403s 0.854 66.7 0.59
T1165-D23 018s 0.854 66.7 0.59
T1165-D23 264s 0.854 66.7 0.59
T1165-D23 261s 0.854 66.7 0.59
T1165-D23 383s 0.854 66.7 0.59
T1165-D23 481s 0.843 82.7 0.72
T1165-D23 169 0.843 82.7 0.72
T1165-D23 257 0.842 76.7 0.69
T1165-D23 180 0.842 78.5 0.66
T1165-D23 257 0.839 85.7 0.83
T1165-D23 257 0.838 78.1 0.69
T1165-D23 097 0.837 79.5 0.77
T1165-D23 481s 0.837 81.0 0.74
T1165-D23 225 0.835 81.2 0.71
T1165-D23 342 0.835 81.2 0.71
T1165-D23 269 0.835 81.2 0.71
T1165-D23 360 0.835 81.2 0.71
T1165-D23 443s 0.835 81.2 0.71
T1165-D23 166s 0.829 80.0 0.74
T1165-D23 477 0.827 82.5 0.82
T1165-D23 131s 0.823 79.0 0.72
T1165-D23 119 0.823 79.0 0.72
T1165-D23 278 0.822 85.3 0.70
T1165-D23 166s 0.819 72.9 0.65
T1165-D23 097 0.817 73.7 0.74
T1165-D23 441 0.812 79.0 0.69
T1165-D23 433 0.812 79.0 0.69
T1165-D23 097 0.812 76.3 0.71
T1165-D23 455 0.811 72.1 0.65
T1165-D23 443s 0.811 72.1 0.65
T1165-D23 269 0.811 72.1 0.65
T1165-D23 097 0.810 73.9 0.65
T1165-D23 162s 0.810 81.0 0.73
T1165-D23 257 0.810 67.6 0.62
T1165-D23 385 0.803 81.6 0.71
T1165-D23 245s 0.803 81.6 0.71
T1165-D23 450s 0.798 78.5 0.64
T1165-D23 185 0.792 76.3 0.66
T1165-D23 165 0.789 75.0 0.63
T1165-D23 119 0.789 78.9 0.60
T1165-D23 131s 0.789 78.9 0.60
T1165-D23 360 0.785 75.0 0.62
T1165-D23 455 0.785 75.0 0.62
T1165-D23 443s 0.785 75.0 0.62
T1165-D23 333s 0.784 76.4 0.65
T1165-D23 333s 0.784 76.4 0.65
T1165-D23 333s 0.784 76.4 0.65
T1165-D23 368s 0.784 76.4 0.65
T1165-D23 368s 0.784 76.4 0.65
T1165-D23 368s 0.784 76.4 0.65
T1165-D23 368s 0.784 76.4 0.65
T1165-D23 333s 0.784 76.4 0.65
T1165-D23 333s 0.784 76.4 0.65
T1165-D23 368s 0.784 76.4 0.65
T1165-D23 433 0.783 73.9 0.67
T1165-D23 441 0.783 73.9 0.67
T1165-D23 466s 0.778 78.5 0.69
T1165-D23 433 0.773 78.0 0.63
T1165-D23 441 0.773 78.0 0.63
T1165-D23 275 0.771 68.6 0.60
T1165-D23 455 0.771 67.8 0.57
T1165-D23 443s 0.771 67.8 0.57
T1165-D23 092 0.771 79.5 0.67
T1165-D23 204 0.771 79.5 0.67
T1165-D23 360 0.769 75.0 0.64
T1165-D23 462s 0.769 75.0 0.64
T1165-D23 446s 0.769 75.0 0.64
T1165-D23 151s 0.769 75.0 0.64
T1165-D23 461 0.769 75.0 0.64
T1165-D23 288s 0.764 74.2 0.70
T1165-D23 185 0.755 75.9 0.67
T1165-D23 275 0.748 64.4 0.53
T1165-D23 367 0.742 75.0 0.61
T1165-D23 117 0.741 69.0 0.62
T1165-D23 276 0.732 65.1 0.60
T1165-D23 131s 0.731 78.0 0.64
T1165-D23 162s 0.731 80.0 0.65
T1165-D23 185 0.730 77.1 0.64
T1165-D23 147 0.728 72.1 0.62
T1165-D23 320 0.728 72.1 0.62
T1165-D23 298s 0.728 72.1 0.62
T1165-D23 270s 0.728 72.1 0.62
T1165-D23 074 0.728 76.7 0.58
T1165-D23 003 0.724 78.5 0.64
T1165-D23 367 0.724 78.5 0.64
T1165-D23 120s 0.724 78.5 0.64
T1165-D23 158s 0.724 78.5 0.64
T1165-D23 475s 0.724 78.5 0.64
T1165-D23 165 0.720 71.3 0.62
T1165-D23 441 0.716 70.8 0.58
T1165-D23 433 0.716 70.8 0.58
T1165-D23 275 0.714 65.7 0.55
T1165-D23 120s 0.713 78.5 0.62
T1165-D23 073s 0.712 78.5 0.60
T1165-D23 003 0.710 72.1 0.60
T1165-D23 475s 0.710 72.1 0.60
T1165-D23 494 0.710 77.6 0.63
T1165-D23 229s 0.710 76.2 0.58
T1165-D23 008 0.710 76.2 0.58
T1165-D23 439 0.710 76.2 0.58
T1165-D23 120s 0.708 74.7 0.60
T1165-D23 158s 0.708 74.7 0.60
T1165-D23 475s 0.708 74.7 0.60
T1165-D23 086s 0.708 74.7 0.60
T1165-D23 208 0.706 73.7 0.54
T1165-D23 166s 0.706 72.9 0.58
T1165-D23 162s 0.706 76.2 0.70
T1165-D23 446s 0.704 71.3 0.62
T1165-D23 462s 0.704 71.3 0.62
T1165-D23 461 0.704 71.3 0.62
T1165-D23 151s 0.704 71.3 0.62
T1165-D23 229s 0.698 72.5 0.57
T1165-D23 229s 0.689 74.7 0.56
T1165-D23 035s 0.688 77.5 0.63
T1165-D23 248 0.688 77.5 0.63
T1165-D23 278 0.688 71.0 0.60
T1165-D23 264s 0.682 66.7 0.62
T1165-D23 261s 0.682 66.7 0.62
T1165-D23 403s 0.682 66.7 0.62
T1165-D23 383s 0.682 66.7 0.62
T1165-D23 018s 0.682 66.7 0.62
T1165-D23 494 0.680 68.8 0.56
T1165-D23 162s 0.679 75.6 0.58
T1165-D23 037 0.679 72.3 0.58
T1165-D23 185 0.674 68.8 0.59
T1165-D23 225 0.674 63.8 0.46
